date,total_cases,cured,total_deaths
2020-07-07,3738,2414,35
2020-07-08,3773,2471,35
2020-07-09,3806,2515,35
2020-07-10,3842,2559,35
2020-07-11,3873,2600,35
2020-07-12,3910,2630,35
2020-07-13,3943,2652,36
2020-07-14,3977,2706,37
2020-07-15,4013,2800,38
2020-07-16,4045,2844,38
2020-07-17,4086,2886,39
2020-07-18,4144,2947,39
2020-07-19,4176,2964,39
2020-07-20,4213,3023,39
2020-07-21,4245,3120,40
2020-07-22,4280,3177,41
2020-07-23,4311,3278,42
2020-07-24,4341,3349,42
2020-07-25,4371,3406,43
2020-07-26,4405,3429,43
2020-07-27,4437,3435,44
2020-07-28,4473,3488,45
2020-07-29,4503,3553,46
2020-07-30,4538,3599,47
2020-07-31,4569,3627,47
2020-08-01,4620,3667,48
2020-08-02,4657,3695,49
2020-08-03,4688,3709,49
2020-08-04,4717,3769,50
2020-08-05,4751,3803,50
2020-08-06,4792,3858,50
2020-08-07,4831,3913,51
2020-08-08,4865,3956,52
2020-08-09,4896,3966,52
2020-08-10,4928,3977,53
2020-08-11,4965,4030,54
2020-08-12,5006,4103,54
2020-08-13,5041,4148,55
2020-08-14,5079,4211,56
2020-08-15,5115,4263,57
2020-08-16,5148,4278,58
2020-08-17,5185,4297,59
2020-08-18,5229,4388,60
2020-08-19,5264,4444,61
2020-08-20,5294,4516,62
2020-08-21,5331,4563,63
2020-08-22,5369,4667,65
2020-08-23,5410,4681,65
2020-08-24,5445,4681,66
2020-08-25,5478,4803,67
2020-08-26,5508,4897,68
2020-08-27,5551,5007,69
2020-08-28,5591,5093,70
2020-08-29,5628,5263,72
2020-08-30,5658,5280,72
2020-08-31,5693,5296,73
2020-09-01,5730,5378,74
2020-09-02,5771,5445,75
2020-09-03,5809,5523,75
2020-09-04,5844,5582,77
2020-09-05,5894,5630,79
2020-09-06,5935,5643,79
2020-09-07,5978,5653,80
2020-09-08,6026,5759,81
2020-09-09,6076,5943,82
2020-09-10,6115,5964,84
2020-09-11,6168,5982,85
2020-09-12,6218,6002,87
2020-09-13,6263,6018,87
2020-09-14,6305,6024,88
2020-09-15,6356,6048,89
2020-09-16,6409,6073,90
2020-09-17,6457,6095,91
2020-09-18,6504,6121,92
2020-09-19,6550,6144,94
2020-09-20,6604,6162,94
2020-09-21,6653,6169,95
2020-09-22,6698,6194,96
2020-09-23,6749,6221,98
2020-09-24,6804,6247,100
2020-09-25,6856,6274,100
2020-09-26,6899,6298,104
2020-09-27,6955,6304,105
2020-09-28,7012,6313,108
2020-09-29,7068,6343,110
2020-09-30,7109,6370,111
2020-10-01,7154,6395,114
2020-10-02,7202,6419,116
2020-10-03,7251,6444,118
2020-10-04,7301,6453,119
2020-10-05,7352,6463,120
2020-10-06,7401,6487,122
2020-10-07,7454,6512,124
2020-10-08,7509,6539,126
2020-10-09,7566,6565,128
2020-10-10,7624,6592,129
2020-10-11,7684,6600,129
