date,total_cases,cured,total_deaths
2020-08-22,6543,5570,44
2020-08-23,6565,5574,44
2020-08-24,6587,5589,44
2020-08-25,6610,5604,44
2020-08-26,6633,5643,45
2020-08-27,6655,5705,45
2020-08-28,6678,5739,45
2020-08-29,6701,5759,45
2020-08-30,6726,5764,45
2020-08-31,6751,5773,45
2020-09-01,6776,5868,45
2020-09-02,6801,5903,45
2020-09-03,6827,5927,45
2020-09-04,6853,5976,45
2020-09-05,6879,6033,45
2020-09-06,6905,6036,45
2020-09-07,6931,6045,45
2020-09-08,6958,6091,46
2020-09-09,6985,6115,46
2020-09-10,7012,6175,46
2020-09-11,7039,6198,46
2020-09-12,7067,6223,46
2020-09-13,7095,6246,46
2020-09-14,7124,6246,46
2020-09-15,7153,6255,46
2020-09-16,7184,6290,46
2020-09-17,7217,6332,46
2020-09-18,7252,6366,46
2020-09-19,7288,6392,46
2020-09-20,7324,6393,46
2020-09-21,7362,6395,46
2020-09-22,7400,6474,46
2020-09-23,7439,6512,46
2020-09-24,7478,6529,46
2020-09-25,7518,6543,46
2020-09-26,7558,6589,46
2020-09-27,7599,6591,46
2020-09-28,7641,6603,46
2020-09-29,7683,6649,46
2020-09-30,7726,6679,46
2020-10-01,7771,6723,46
2020-10-02,7817,6740,46
2020-10-03,7865,6761,46
2020-10-04,7914,6769,46
2020-10-05,7964,6774,46
2020-10-06,8016,6811,46
2020-10-07,8069,6833,46
2020-10-08,8124,6868,46
2020-10-09,8182,6904,46
2020-10-10,8243,6928,46
2020-10-11,8305,6934,46
