date,total_cases,cured,total_deaths
2020-06-23,4048,2824,41
2020-06-24,4120,3103,42
2020-06-25,4189,3116,42
2020-06-26,4261,3211,42
2020-06-27,4331,3267,42
2020-06-28,4399,3279,42
2020-06-29,4464,3294,42
2020-06-30,4524,3453,42
2020-07-01,4583,3636,42
2020-07-02,4637,3663,42
2020-07-03,4697,3797,42
2020-07-04,4749,3942,42
2020-07-05,4806,3966,42
2020-07-06,4857,3982,42
2020-07-07,4906,4133,42
2020-07-08,4950,4221,48
2020-07-09,4998,4355,48
2020-07-10,5038,4436,48
2020-07-11,5085,4520,48
2020-07-12,5128,4548,48
2020-07-13,5176,4583,48
2020-07-14,5227,4596,48
2020-07-15,5271,4687,48
2020-07-16,5319,4807,48
2020-07-17,5360,4891,48
2020-07-18,5398,4985,48
2020-07-19,5441,5004,48
2020-07-20,5486,5021,48
2020-07-21,5527,5072,48
2020-07-22,5571,5167,48
2020-07-23,5617,5267,48
2020-07-24,5656,5349,48
2020-07-25,5703,5444,48
2020-07-26,5745,5482,48
2020-07-27,5784,5491,48
2020-07-28,5829,5507,48
2020-07-29,5871,5518,48
2020-07-30,5910,5528,48
2020-07-31,5952,5547,48
2020-08-01,5998,5565,48
2020-08-02,6042,5567,48
2020-08-03,6083,5567,48
2020-08-04,6123,5575,48
2020-08-05,6169,5579,49
2020-08-06,6220,5586,49
2020-08-07,6269,5592,50
2020-08-08,6314,5600,51
2020-08-09,6360,5600,51
2020-08-10,6410,5600,51
2020-08-11,6461,5611,51
2020-08-12,6509,5687,51
2020-08-13,6562,5723,51
2020-08-14,6613,5771,51
2020-08-15,6665,5828,51
2020-08-16,6714,5846,51
2020-08-17,6762,5852,51
2020-08-18,6807,5927,51
2020-08-19,6854,5985,51
2020-08-20,6901,6022,51
2020-08-21,6944,6086,51
2020-08-22,6990,6142,51
2020-08-23,7033,6172,51
2020-08-24,7074,6185,51
2020-08-25,7117,6257,51
2020-08-26,7157,6317,51
2020-08-27,7195,6418,51
2020-08-28,7239,6493,51
2020-08-29,7279,6571,53
2020-08-30,7320,6590,53
2020-08-31,7365,6590,53
2020-09-01,7405,6682,53
2020-09-02,7449,6776,53
2020-09-03,7491,6860,54
2020-09-04,7531,6918,54
2020-09-05,7569,6956,54
2020-09-06,7610,6969,54
2020-09-07,7654,6975,54
2020-09-08,7699,7007,54
2020-09-09,7742,7078,55
2020-09-10,7786,7120,55
2020-09-11,7832,7185,55
2020-09-12,7874,7254,55
2020-09-13,7919,7341,55
2020-09-14,7962,7348,55
2020-09-15,8008,7389,55
2020-09-16,8056,7459,57
2020-09-17,8103,7512,57
2020-09-18,8152,7520,57
2020-09-19,8208,7521,57
2020-09-20,8260,7521,57
2020-09-21,8311,7528,57
2020-09-22,8365,7584,57
2020-09-23,8422,7643,57
2020-09-24,8483,7739,57
2020-09-25,8546,7748,57
2020-09-26,8607,7838,58
2020-09-27,8674,7845,58
2020-09-28,8735,7853,58
2020-09-29,8798,7940,58
2020-09-30,8864,7978,58
2020-10-01,8933,8035,58
2020-10-02,9000,8075,58
2020-10-03,9067,8161,58
2020-10-04,9135,8188,58
2020-10-05,9200,8192,58
2020-10-06,9267,8269,58
2020-10-07,9336,8335,58
2020-10-08,9410,8447,58
2020-10-09,9488,8524,58
2020-10-10,9564,8592,58
2020-10-11,9642,8612,58
