date,total_cases,cured,total_deaths
2020-08-22,6885,6133,32
2020-08-23,6925,6135,32
2020-08-24,6964,6159,32
2020-08-25,6999,6197,32
2020-08-26,7037,6229,33
2020-08-27,7077,6277,33
2020-08-28,7117,6330,35
2020-08-29,7150,6394,35
2020-08-30,7188,6401,35
2020-08-31,7228,6407,36
2020-09-01,7269,6535,37
2020-09-02,7308,6634,37
2020-09-03,7345,6731,38
2020-09-04,7385,6815,38
2020-09-05,7423,6894,38
2020-09-06,7465,6909,38
2020-09-07,7504,6915,38
2020-09-08,7542,7007,42
2020-09-09,7584,7056,42
2020-09-10,7629,7134,42
2020-09-11,7678,7191,42
2020-09-12,7722,7277,42
2020-09-13,7763,7281,42
2020-09-14,7809,7283,42
2020-09-15,7851,7350,43
2020-09-16,7904,7419,45
2020-09-17,7950,7476,45
2020-09-18,7997,7566,45
2020-09-19,8041,7659,45
2020-09-20,8088,7685,45
2020-09-21,8138,7688,45
2020-09-22,8186,7751,46
2020-09-23,8235,7841,46
2020-09-24,8281,7895,46
2020-09-25,8331,7913,46
2020-09-26,8384,7988,46
2020-09-27,8435,7999,46
2020-09-28,8483,7999,46
2020-09-29,8533,8036,46
2020-09-30,8587,8080,46
2020-10-01,8644,8084,46
2020-10-02,8700,8166,46
2020-10-03,8760,8208,46
2020-10-04,8820,8218,46
2020-10-05,8874,8218,47
2020-10-06,8932,8273,47
2020-10-07,8997,8371,47
2020-10-08,9064,8484,48
2020-10-09,9137,8530,48
2020-10-10,9214,8639,48
2020-10-11,9297,8673,49
