date,total_cases,cured,total_deaths
2020-07-07,4339,3204,23
2020-07-08,4427,3256,23
2020-07-09,4515,3343,25
2020-07-10,4610,3394,27
2020-07-11,4708,3485,28
2020-07-12,4808,3506,28
2020-07-13,4910,3530,28
2020-07-14,5018,3642,30
2020-07-15,5126,3869,32
2020-07-16,5237,3960,32
2020-07-17,5352,4013,33
2020-07-18,5470,4061,34
2020-07-19,5586,4084,34
2020-07-20,5701,4107,34
2020-07-21,5815,4213,36
2020-07-22,5929,4381,38
2020-07-23,6042,4516,40
2020-07-24,6154,4631,41
2020-07-25,6264,4751,41
2020-07-26,6374,4775,41
2020-07-27,6485,4798,41
2020-07-28,6594,4931,44
2020-07-29,6702,5117,44
2020-07-30,6809,5273,46
2020-07-31,6915,5363,47
2020-08-01,7021,5477,47
2020-08-02,7131,5527,47
2020-08-03,7239,5562,47
2020-08-04,7345,5701,49
2020-08-05,7450,5792,50
2020-08-06,7553,5926,51
2020-08-07,7656,6038,51
2020-08-08,7757,6166,54
2020-08-09,7858,6198,55
2020-08-10,7962,6218,55
2020-08-11,8066,6399,57
2020-08-12,8169,6542,58
2020-08-13,8274,6677,62
2020-08-14,8378,6789,64
2020-08-15,8483,6902,65
2020-08-16,8585,6934,65
2020-08-17,8687,6967,66
2020-08-18,8787,7104,67
2020-08-19,8885,7235,67
2020-08-20,8981,7400,69
2020-08-21,9074,7521,71
2020-08-22,9167,7642,71
2020-08-23,9258,7648,71
2020-08-24,9348,7677,71
2020-08-25,9437,7812,72
2020-08-26,9524,7982,72
2020-08-27,9610,8137,74
2020-08-28,9694,8313,74
2020-08-29,9778,8481,75
2020-08-30,9861,8548,76
2020-08-31,9944,8635,76
2020-09-01,10030,8841,77
2020-09-02,10117,8956,77
2020-09-03,10205,9115,77
2020-09-04,10295,9225,81
2020-09-05,10387,9333,81
2020-09-06,10479,9388,81
2020-09-07,10570,9419,81
2020-09-08,10659,9537,81
2020-09-09,10750,9669,81
2020-09-10,10843,9777,81
2020-09-11,10938,9909,81
2020-09-12,11034,10010,81
2020-09-13,11130,10044,81
2020-09-14,11228,10075,81
2020-09-15,11328,10208,82
2020-09-16,11428,10350,82
2020-09-17,11529,10465,82
2020-09-18,11628,10569,82
2020-09-19,11729,10667,82
2020-09-20,11827,10696,82
2020-09-21,11927,10727,82
2020-09-22,12027,10884,82
2020-09-23,12129,10980,82
2020-09-24,12231,11113,82
2020-09-25,12336,11157,82
2020-09-26,12438,11266,82
2020-09-27,12539,11303,85
2020-09-28,12642,11351,85
2020-09-29,12747,11443,85
2020-09-30,12854,11590,85
2020-10-01,12963,11698,85
2020-10-02,13072,11855,87
2020-10-03,13183,12005,87
2020-10-04,13298,12055,87
2020-10-05,13415,12142,87
2020-10-06,13532,12298,87
2020-10-07,13651,12455,87
2020-10-08,13776,12613,87
2020-10-09,13906,12769,87
2020-10-10,14043,12854,89
2020-10-11,14185,12900,89
