time,total_cases,daily_cases,total_currently_infected
2020-05-16,16,0,1
2020-05-17,16,0,1
2020-05-18,16,0,0
2020-05-19,16,0,0
2020-05-20,16,0,0
2020-05-21,16,0,0
2020-05-22,16,0,0
2020-05-23,16,0,0
2020-05-24,16,0,0
2020-05-25,16,0,0
2020-05-26,16,0,0
2020-05-27,16,0,0
2020-05-28,16,0,0
2020-05-29,16,0,0
2020-05-30,16,0,0
2020-05-31,16,0,0
2020-06-01,16,0,0
2020-06-02,18,2,2
2020-06-03,18,0,2
2020-06-04,18,0,2
2020-06-05,18,0,2
2020-06-06,18,0,2
2020-06-07,18,0,2
2020-06-08,18,0,2
2020-06-09,18,0,2
2020-06-10,18,0,2
2020-06-11,18,0,2
2020-06-12,18,0,2
2020-06-13,18,0,2
2020-06-14,18,0,2
2020-06-15,18,0,2
2020-06-16,18,0,2
2020-06-17,18,0,2
2020-06-18,18,0,0
2020-06-19,18,0,0
2020-06-20,18,0,0
2020-06-21,18,0,0
2020-06-22,18,0,0
2020-06-23,18,0,0
2020-06-24,18,0,0
2020-06-25,18,0,0
2020-06-26,18,0,0
2020-06-27,18,0,0
2020-06-28,18,0,0
2020-06-29,18,0,0
2020-06-30,18,0,0
2020-07-01,18,0,0
2020-07-02,18,0,0
2020-07-03,18,0,0
2020-07-04,18,0,0
2020-07-05,18,0,0
2020-07-06,18,0,0
2020-07-07,18,0,0
2020-07-08,18,0,0
2020-07-09,18,0,0
2020-07-10,18,0,0
2020-07-11,18,0,0
2020-07-12,18,0,0
2020-07-13,18,0,0
2020-07-14,18,0,0
2020-07-15,18,0,0
2020-07-16,18,0,0
2020-07-17,18,0,0
2020-07-18,18,0,0
2020-07-19,18,0,0
2020-07-20,18,0,0
2020-07-21,18,0,0
2020-07-22,18,0,0
2020-07-23,18,0,0
2020-07-24,18,0,0
2020-07-25,18,0,0
2020-07-26,18,0,0
2020-07-27,18,0,0
2020-07-28,18,0,0
2020-07-29,18,0,0
2020-07-30,18,0,0
2020-07-31,18,0,0
2020-08-01,18,0,0
2020-08-02,18,0,0
2020-08-03,18,0,0
2020-08-04,18,0,0
2020-08-05,18,0,0
2020-08-06,18,0,0
2020-08-07,18,0,0
2020-08-08,18,0,0
2020-08-09,18,0,0
2020-08-10,18,0,0
2020-08-11,18,0,0
2020-08-12,18,0,0
2020-08-13,18,0,0
2020-08-14,18,0,0
2020-08-15,18,0,0
2020-08-16,18,0,0
2020-08-17,18,0,0
2020-08-18,18,0,0
2020-08-19,18,0,0
2020-08-20,18,0,0
2020-08-21,18,0,0
2020-08-22,19,1,1
2020-08-23,19,0,1
2020-08-24,20,1,2
2020-08-25,20,0,2
2020-08-26,20,0,2
2020-08-27,20,0,2
2020-08-28,20,0,2
2020-08-29,20,0,2
2020-08-30,20,0,2
2020-08-31,20,0,2
2020-09-01,20,0,2
2020-09-02,20,0,2
2020-09-03,20,0,2
2020-09-04,20,0,2
2020-09-05,22,2,4
2020-09-06,22,0,4
2020-09-07,22,0,4
2020-09-08,22,0,4
2020-09-09,22,0,4
2020-09-10,24,2,6
2020-09-11,24,0,6
2020-09-12,24,0,6
2020-09-13,24,0,6
2020-09-14,24,0,6
2020-09-15,24,0,6
2020-09-16,24,0,6
2020-09-17,24,0,6
2020-09-18,24,0,6
2020-09-19,24,0,6
2020-09-20,24,0,6
2020-09-21,24,0,6
2020-09-22,24,0,6
2020-09-23,24,0,6
2020-09-24,24,0,6
2020-09-25,24,0,6
2020-09-26,24,0,6
2020-09-27,30,6,6
2020-09-28,30,0,6
2020-09-29,30,0,6
2020-09-30,30,0,6
2020-10-01,31,1,7
2020-10-02,31,0,7
2020-10-03,31,0,7
2020-10-04,31,0,7
2020-10-05,31,0,7
2020-10-06,31,0,7
2020-10-07,32,1,8
2020-10-08,32,0,8
2020-10-09,32,0,8
2020-10-10,32,0,8
2020-10-11,32,0,8
2020-10-12,32,0,8
2020-10-13,32,0,8
2020-10-14,32,0,8
2020-10-15,33,1,4
2020-10-16,33,0,4
2020-10-17,33,0,4
2020-10-18,33,0,4
2020-10-19,33,0,4
2020-10-20,33,0,4
2020-10-21,33,0,4
2020-10-22,33,0,4
2020-10-23,37,4,8
2020-10-24,38,1,9
2020-10-25,38,0,9
2020-10-26,38,0,9
2020-10-27,38,0,9
2020-10-28,38,0,9
2020-10-29,38,0,9
2020-10-30,42,4,13
2020-10-31,50,8,17
