time,total_cases,daily_cases,total_currently_infected
2020-08-16,273,0,35
2020-08-17,273,0,35
2020-08-18,273,0,35
2020-08-19,273,0,22
2020-08-20,273,0,20
2020-08-21,273,0,20
2020-08-22,273,0,10
2020-08-23,273,0,10
2020-08-24,273,0,10
2020-08-25,273,0,10
2020-08-26,273,0,9
2020-08-27,273,0,9
2020-08-28,273,0,8
2020-08-29,273,0,8
2020-08-30,273,0,8
2020-08-31,274,1,8
2020-09-01,274,0,8
2020-09-02,274,0,8
2020-09-03,274,0,2
2020-09-04,274,0,2
2020-09-05,274,0,2
2020-09-06,274,0,2
2020-09-07,274,0,2
2020-09-08,274,0,1
2020-09-09,274,0,1
2020-09-10,274,0,1
2020-09-11,274,0,0
2020-09-12,274,0,0
2020-09-13,275,1,1
2020-09-14,275,0,1
2020-09-15,275,0,1
2020-09-16,275,0,1
2020-09-17,275,0,1
2020-09-18,275,0,1
2020-09-19,275,0,1
2020-09-20,275,0,1
2020-09-21,275,0,1
2020-09-22,275,0,1
2020-09-23,275,0,1
2020-09-24,275,0,1
2020-09-25,275,0,1
2020-09-26,275,0,1
2020-09-27,276,1,2
2020-09-28,276,0,1
2020-09-29,277,1,2
2020-09-30,277,0,2
2020-10-01,277,0,2
2020-10-02,278,1,3
2020-10-03,278,0,3
2020-10-04,278,0,3
2020-10-05,280,2,5
2020-10-06,280,0,4
2020-10-07,280,0,4
2020-10-08,281,1,5
2020-10-09,282,1,5
2020-10-10,283,1,6
2020-10-11,283,0,5
2020-10-12,283,0,5
2020-10-13,283,0,5
2020-10-14,283,0,5
2020-10-15,283,0,5
2020-10-16,283,0,5
2020-10-17,283,0,3
2020-10-18,283,0,3
2020-10-19,283,0,3
2020-10-20,285,2,5
2020-10-21,286,1,6
2020-10-22,286,0,6
2020-10-23,286,0,6
2020-10-24,287,1,4
2020-10-25,287,0,4
2020-10-26,287,0,4
2020-10-27,288,1,5
2020-10-28,290,2,7
2020-10-29,290,0,7
2020-10-30,291,1,8
2020-10-31,291,0,8
