time,total_cases,daily_cases,total_currently_infected,total_death,death_per_day,new_recoveries,state
2020-06-28,16661,0,14134,927,0,,rhode-island
2020-06-29,16764,103,14191,946,19,,rhode-island
2020-06-30,16813,49,14232,950,4,,rhode-island
2020-07-01,16853,40,14259,956,6,,rhode-island
2020-07-02,16941,88,14338,959,3,,rhode-island
2020-07-03,16991,50,14374,960,1,,rhode-island
2020-07-04,16991,0,14374,960,0,,rhode-island
2020-07-05,16991,0,14374,960,0,,rhode-island
2020-07-06,16991,0,14374,960,0,,rhode-island
2020-07-07,17154,163,14508,969,9,,rhode-island
2020-07-08,17204,50,14550,971,2,,rhode-island
2020-07-09,17243,39,14585,974,3,,rhode-island
2020-07-10,17312,69,14651,976,2,,rhode-island
2020-07-11,17312,0,14651,976,0,,rhode-island
2020-07-12,17312,0,14651,976,0,,rhode-island
2020-07-13,17487,175,14812,984,8,,rhode-island
2020-07-14,17588,101,14911,985,1,,rhode-island
2020-07-15,17640,52,14946,987,2,,rhode-island
2020-07-16,17711,71,15012,988,1,,rhode-island
2020-07-17,17793,82,15086,990,2,,rhode-island
2020-07-18,17793,0,15086,990,0,,rhode-island
2020-07-19,17793,0,15086,990,0,,rhode-island
2020-07-20,17904,111,15171,995,5,,rhode-island
2020-07-21,17986,82,15249,996,1,,rhode-island
2020-07-22,18062,76,15316,997,1,,rhode-island
2020-07-23,18148,86,15388,1001,4,,rhode-island
2020-07-24,18224,76,15453,1002,1,,rhode-island
2020-07-25,18224,0,15453,1002,0,,rhode-island
2020-07-26,18224,0,15453,1002,0,,rhode-island
2020-07-27,18515,291,15719,1004,2,,rhode-island
2020-07-28,18725,210,15917,1005,1,,rhode-island
2020-07-29,18800,75,15983,1007,2,,rhode-island
2020-07-30,18950,150,16130,1007,0,,rhode-island
2020-07-31,19022,72,16192,1007,0,,rhode-island
2020-08-01,19022,0,16192,1007,0,,rhode-island
2020-08-02,19022,0,16192,1007,0,,rhode-island
2020-08-03,19246,224,16398,1010,3,,rhode-island
2020-08-04,19390,144,16531,1011,1,,rhode-island
2020-08-05,19481,91,16614,1012,1,,rhode-island
2020-08-06,19611,130,16731,1014,2,,rhode-island
2020-08-07,19738,127,16858,1014,0,,rhode-island
2020-08-08,19738,0,16858,1014,0,,rhode-island
2020-08-09,19738,0,16858,1014,0,,rhode-island
2020-08-10,19934,196,17019,1015,1,,rhode-island
2020-08-11,20053,119,17126,1016,1,,rhode-island
2020-08-12,20129,76,17182,1018,2,,rhode-island
2020-08-13,20240,111,17278,1019,1,,rhode-island
2020-08-14,20335,95,17361,1021,2,,rhode-island
2020-08-15,20335,0,17361,1021,0,,rhode-island
2020-08-16,20335,0,17361,1021,0,,rhode-island
2020-08-17,20572,237,17567,1023,2,,rhode-island
2020-08-18,20692,120,17664,1024,1,,rhode-island
2020-08-19,20795,103,17755,1027,3,,rhode-island
2020-08-20,20871,76,17822,1028,1,,rhode-island
2020-08-21,21022,151,17961,1030,2,,rhode-island
2020-08-22,21022,0,17961,1030,0,,rhode-island
2020-08-23,21022,0,17961,1030,0,,rhode-island
2020-08-24,21302,280,18215,1035,5,,rhode-island
2020-08-25,21372,70,18274,1039,4,,rhode-island
2020-08-26,21454,82,18344,1041,2,,rhode-island
2020-08-27,21589,135,18472,1044,3,,rhode-island
2020-08-28,21683,94,18553,1046,2,,rhode-island
2020-08-29,21683,0,18553,1046,0,,rhode-island
2020-08-30,21683,0,18553,1046,0,,rhode-island
2020-08-31,21949,266,18793,1048,2,,rhode-island
2020-09-01,22002,53,18839,1050,2,,rhode-island
2020-09-02,22078,76,18897,1051,1,,rhode-island
2020-09-03,22133,55,18941,1055,4,,rhode-island
2020-09-04,22207,74,19005,1055,0,,rhode-island
2020-09-05,22289,82,19087,1055,0,,rhode-island
2020-09-06,22331,42,19129,1055,0,,rhode-island
2020-09-07,22395,64,19193,1055,0,,rhode-island
2020-09-08,22421,26,19183,1059,4,,rhode-island
2020-09-09,22487,66,19240,1062,3,,rhode-island
2020-09-10,22588,101,19324,1067,5,,rhode-island
2020-09-11,22701,113,19429,1071,4,,rhode-island
2020-09-12,22800,99,19528,1071,0,,rhode-island
2020-09-13,22896,96,19624,1071,0,,rhode-island
2020-09-14,22949,53,19651,1075,4,,rhode-island
2020-09-15,23042,93,19736,1078,3,,rhode-island
2020-09-16,23159,117,19843,1081,3,,rhode-island
2020-09-17,23276,117,19955,1085,4,,rhode-island
2020-09-18,23431,155,20099,1088,3,,rhode-island
2020-09-19,23560,129,20228,1088,0,,rhode-island
2020-09-20,23668,108,20336,1088,0,,rhode-island
2020-09-21,23722,54,20357,1097,9,,rhode-island
2020-09-22,23819,97,20448,1099,2,,rhode-island
2020-09-23,23929,110,20552,1102,3,,rhode-island
2020-09-24,24062,133,20678,1106,4,,rhode-island
2020-09-25,24181,119,20796,1107,1,,rhode-island
2020-09-26,24181,0,20796,1107,0,,rhode-island
2020-09-27,24181,0,20796,1107,0,,rhode-island
2020-09-28,24424,243,21036,1110,3,,rhode-island
2020-09-29,24556,132,21127,1113,3,,rhode-island
2020-09-30,24748,192,21312,1114,1,,rhode-island
2020-10-01,24914,166,21455,1117,3,,rhode-island
2020-10-02,25076,162,21612,1118,1,,rhode-island
2020-10-03,25076,0,21612,1118,0,,rhode-island
2020-10-04,25076,0,21612,1118,0,,rhode-island
2020-03-12,1,0,1,0,0,,wyoming
2020-03-13,1,0,1,0,0,,wyoming
2020-03-14,3,2,3,0,0,,wyoming
2020-03-15,3,0,3,0,0,,wyoming
2020-03-16,3,0,3,0,0,,wyoming
2020-03-17,11,8,11,0,0,,wyoming
2020-03-18,16,5,16,0,0,,wyoming
2020-03-19,18,2,18,0,0,,wyoming
2020-03-20,19,1,19,0,0,,wyoming
2020-03-21,23,4,23,0,0,,wyoming
2020-03-22,24,1,24,0,0,,wyoming
2020-03-23,26,2,26,0,0,,wyoming
2020-03-24,30,4,30,0,0,,wyoming
2020-03-25,49,19,49,0,0,,wyoming
2020-03-26,56,7,56,0,0,,wyoming
2020-03-27,73,17,73,0,0,,wyoming
2020-03-28,84,11,84,0,0,,wyoming
2020-03-29,87,3,87,0,0,,wyoming
2020-03-30,95,8,95,0,0,,wyoming
2020-03-31,120,25,94,0,0,,wyoming
2020-04-01,137,17,111,0,0,,wyoming
2020-04-02,150,13,124,0,0,,wyoming
2020-04-03,166,16,140,0,0,,wyoming
2020-04-04,187,21,161,0,0,,wyoming
2020-04-05,200,13,150,0,0,,wyoming
2020-04-06,212,12,160,0,0,,wyoming
2020-04-07,221,9,169,0,0,,wyoming
2020-04-08,230,9,136,0,0,,wyoming
2020-04-09,239,9,145,0,0,,wyoming
2020-04-10,253,14,124,0,0,,wyoming
2020-04-11,261,8,124,0,0,,wyoming
2020-04-12,270,9,133,0,0,,wyoming
2020-04-13,275,5,134,1,1,,wyoming
2020-04-14,282,7,117,1,0,,wyoming
2020-04-15,288,6,110,2,1,,wyoming
2020-04-16,401,113,223,2,0,,wyoming
2020-04-17,412,11,204,2,0,,wyoming
2020-04-18,422,10,214,2,0,,wyoming
2020-04-19,426,4,191,2,0,,wyoming
2020-04-20,428,2,189,2,0,,wyoming
2020-04-21,441,13,181,6,4,,wyoming
2020-04-22,447,6,166,6,0,,wyoming
2020-04-23,453,6,171,7,1,,wyoming
2020-04-24,473,20,145,7,0,,wyoming
2020-04-25,473,0,145,7,0,,wyoming
2020-04-26,502,29,174,7,0,,wyoming
2020-04-27,520,18,170,7,0,,wyoming
2020-04-28,536,16,186,7,0,,wyoming
2020-04-29,544,8,166,7,0,,wyoming
2020-04-30,559,15,181,7,0,,wyoming
2020-05-01,566,7,188,7,0,,wyoming
2020-05-02,579,13,181,7,0,,wyoming
2020-05-03,586,7,188,7,0,,wyoming
2020-05-04,596,10,184,7,0,,wyoming
2020-05-05,604,8,192,7,0,,wyoming
2020-05-06,631,27,208,7,0,,wyoming
2020-05-07,635,4,200,7,0,,wyoming
2020-05-08,644,9,209,7,0,,wyoming
2020-05-09,653,9,218,7,0,,wyoming
2020-05-10,662,9,227,7,0,,wyoming
2020-05-11,669,7,211,7,0,,wyoming
2020-05-12,675,6,217,7,0,,wyoming
2020-05-13,688,13,201,7,0,,wyoming
2020-05-14,701,13,214,7,0,,wyoming
2020-05-15,716,15,229,7,0,,wyoming
2020-05-16,741,25,236,7,0,,wyoming
2020-05-17,754,13,248,8,1,,wyoming
2020-05-18,766,12,252,10,2,,wyoming
2020-05-19,776,10,238,10,0,,wyoming
2020-05-20,787,11,242,11,1,,wyoming
2020-05-21,801,14,243,12,1,,wyoming
2020-05-22,803,2,240,12,0,,wyoming
2020-05-23,813,10,250,12,0,,wyoming
2020-05-24,838,25,251,12,0,,wyoming
2020-05-25,843,5,232,12,0,,wyoming
2020-05-26,850,7,230,13,1,,wyoming
2020-05-27,860,10,222,14,1,,wyoming
2020-05-28,876,16,227,15,1,,wyoming
2020-05-29,891,15,234,15,0,,wyoming
2020-05-30,898,7,224,16,1,,wyoming
2020-05-31,903,5,229,16,0,,wyoming
2020-06-01,910,7,226,17,1,,wyoming
2020-06-02,912,2,203,17,0,,wyoming
2020-06-03,915,3,184,17,0,,wyoming
2020-06-04,921,6,169,17,0,,wyoming
2020-06-05,933,12,161,17,0,,wyoming
2020-06-06,939,6,167,17,0,,wyoming
2020-06-07,947,8,173,17,0,,wyoming
2020-06-08,960,13,186,17,0,,wyoming
2020-06-09,970,10,164,17,0,,wyoming
2020-06-10,980,10,158,18,1,,wyoming
2020-06-11,1009,29,177,18,0,,wyoming
2020-06-12,1027,18,195,18,0,,wyoming
2020-06-13,1050,23,218,18,0,,wyoming
2020-06-14,1060,10,208,18,0,,wyoming
2020-06-15,1079,19,223,18,0,,wyoming
2020-06-16,1089,10,219,18,0,,wyoming
2020-06-17,1114,25,234,18,0,,wyoming
2020-06-18,1144,30,256,18,0,,wyoming
2020-06-19,1173,29,264,20,2,,wyoming
2020-06-20,1179,6,263,20,0,,wyoming
2020-06-21,1197,18,268,20,0,,wyoming
2020-06-22,1230,33,279,20,0,,wyoming
2020-06-23,1254,24,281,20,0,,wyoming
2020-06-24,1282,28,296,20,0,,wyoming
2020-06-25,1326,44,310,20,0,,wyoming
2020-06-26,1368,42,315,20,0,,wyoming
2020-06-27,1392,24,318,20,0,,wyoming
2020-06-28,1417,25,340,20,0,,wyoming
2020-06-29,1450,33,360,20,0,,wyoming
2020-06-30,1487,37,370,20,0,,wyoming
2020-07-01,1514,27,375,20,0,,wyoming
2020-07-02,1550,36,391,20,0,,wyoming
2020-07-03,1582,32,423,20,0,,wyoming
2020-07-04,1606,24,417,20,0,,wyoming
2020-07-05,1634,28,442,20,0,,wyoming
2020-07-06,1675,41,421,20,0,,wyoming
2020-07-07,1711,36,417,20,0,,wyoming
2020-07-08,1740,29,428,21,1,,wyoming
2020-07-09,1774,34,440,21,0,,wyoming
2020-07-10,1790,16,442,21,0,,wyoming
2020-07-11,1839,49,457,21,0,,wyoming
2020-07-12,1862,23,469,21,0,,wyoming
2020-07-13,1904,42,471,21,0,,wyoming
2020-07-14,1951,47,467,22,1,,wyoming
2020-07-15,1985,34,457,22,0,,wyoming
2020-07-16,2026,41,462,24,2,,wyoming
2020-07-17,2069,43,455,24,0,,wyoming
2020-07-18,2108,39,473,24,0,,wyoming
2020-07-19,2126,18,486,25,1,,wyoming
2020-07-20,2187,61,511,24,-1,,wyoming
2020-07-21,2238,51,519,25,1,,wyoming
2020-07-22,2288,50,518,25,0,,wyoming
2020-07-23,2346,58,527,25,0,,wyoming
2020-07-24,2405,59,523,25,0,,wyoming
2020-07-25,2446,41,555,25,0,,wyoming
2020-07-26,2475,29,567,25,0,,wyoming
2020-07-27,2520,45,580,25,0,,wyoming
2020-07-28,2589,69,593,26,1,,wyoming
2020-07-29,2628,39,580,26,0,,wyoming
2020-07-30,2686,58,595,26,0,,wyoming
2020-07-31,2726,40,577,26,0,,wyoming
2020-08-01,2769,43,590,26,0,,wyoming
2020-08-02,2808,39,609,26,0,,wyoming
2020-08-03,2848,40,607,27,1,,wyoming
2020-08-04,2884,36,643,27,0,,wyoming
2020-08-05,2923,39,573,27,0,,wyoming
2020-08-06,2958,35,565,27,0,,wyoming
2020-08-07,3000,42,552,28,1,,wyoming
2020-08-08,3013,13,523,28,0,,wyoming
2020-08-09,3042,29,549,28,0,,wyoming
2020-08-10,3042,0,531,28,0,,wyoming
2020-08-11,3073,31,503,29,1,,wyoming
2020-08-12,3086,13,480,29,0,,wyoming
2020-08-13,3119,33,488,30,1,,wyoming
2020-08-14,3183,64,512,30,0,,wyoming
2020-08-15,3227,44,538,30,0,,wyoming
2020-08-16,3286,59,588,30,0,,wyoming
2020-08-17,3331,45,599,33,3,,wyoming
2020-08-18,3363,32,570,34,1,,wyoming
2020-08-19,3430,67,610,34,0,,wyoming
2020-08-20,3468,38,602,34,0,,wyoming
2020-08-21,3524,56,623,37,3,,wyoming
2020-08-22,3543,19,627,37,0,,wyoming
2020-08-23,3579,36,646,37,0,,wyoming
2020-08-24,3603,24,639,37,0,,wyoming
2020-08-25,3634,31,632,37,0,,wyoming
2020-08-26,3684,50,682,37,0,,wyoming
2020-08-27,3722,38,625,37,0,,wyoming
2020-08-28,3763,41,640,37,0,,wyoming
2020-08-29,3784,21,631,37,0,,wyoming
2020-08-30,3820,36,647,37,0,,wyoming
2020-08-31,3842,22,624,37,0,,wyoming
2020-09-01,3866,24,619,41,4,,wyoming
2020-09-02,3911,45,621,41,0,,wyoming
2020-09-03,3939,28,608,41,0,,wyoming
2020-09-04,3989,50,554,42,1,,wyoming
2020-09-05,4006,17,560,42,0,,wyoming
2020-09-06,4032,26,574,42,0,,wyoming
2020-09-07,4032,0,574,42,0,,wyoming
2020-09-08,4103,71,610,42,0,,wyoming
2020-09-09,4151,48,658,42,0,,wyoming
2020-09-10,4199,48,604,42,0,,wyoming
2020-09-11,4264,65,498,42,0,,wyoming
2020-09-12,4297,33,515,42,0,,wyoming
2020-09-13,4346,49,536,42,0,,wyoming
2020-09-14,4392,46,462,46,4,,wyoming
2020-09-15,4438,46,467,46,0,,wyoming
2020-09-16,4566,128,549,46,0,,wyoming
2020-09-17,4652,86,603,49,3,,wyoming
2020-09-18,4747,95,654,49,0,,wyoming
2020-09-19,4780,33,639,49,0,,wyoming
2020-09-20,4871,91,711,49,0,,wyoming
2020-09-21,4944,73,723,49,0,,wyoming
2020-09-22,5016,72,737,49,0,,wyoming
2020-09-23,5169,153,842,50,1,,wyoming
2020-09-24,5305,136,891,50,0,,wyoming
2020-09-25,5420,115,920,50,0,,wyoming
2020-09-26,5465,45,936,50,0,,wyoming
2020-09-27,5633,168,1064,50,0,,wyoming
2020-09-28,5754,121,1091,50,0,,wyoming
2020-09-29,5821,67,1069,50,0,,wyoming
2020-09-30,5948,127,1107,50,0,,wyoming
2020-10-01,6083,135,1177,53,3,,wyoming
2020-10-02,6214,131,1172,53,0,,wyoming
2020-10-03,6365,151,1229,53,0,,wyoming
2020-10-04,6504,139,1291,53,0,,wyoming
2020-03-12,22,0,22,0,0,,pennsylvania
2020-03-13,41,19,41,0,0,,pennsylvania
2020-03-14,47,6,47,0,0,,pennsylvania
2020-03-15,66,19,65,1,0,,pennsylvania
2020-03-16,79,13,78,1,0,,pennsylvania
2020-03-17,112,33,111,1,0,,pennsylvania
2020-03-18,155,43,154,1,0,,pennsylvania
2020-03-19,207,52,206,1,0,,pennsylvania
2020-03-20,303,96,302,1,0,,pennsylvania
2020-03-21,391,88,389,2,1,,pennsylvania
2020-03-22,479,88,476,3,1,,pennsylvania
2020-03-23,644,165,638,6,3,,pennsylvania
2020-03-24,851,207,844,7,1,,pennsylvania
2020-03-25,1127,276,1116,11,4,,pennsylvania
2020-03-26,1687,560,1671,16,5,,pennsylvania
2020-03-27,2218,531,2196,22,6,,pennsylvania
2020-03-28,2751,533,2717,34,12,,pennsylvania
2020-03-29,3419,668,3378,41,7,,pennsylvania
2020-03-30,4154,735,4103,51,10,,pennsylvania
2020-03-31,4961,807,4898,63,12,,pennsylvania
2020-04-01,6002,1041,5890,74,11,,pennsylvania
2020-04-02,7264,1262,7136,90,16,,pennsylvania
2020-04-03,8420,1156,8280,102,12,,pennsylvania
2020-04-04,10415,1995,10212,136,34,,pennsylvania
2020-04-05,11510,1095,11284,150,14,,pennsylvania
2020-04-06,13127,1617,12872,179,29,,pennsylvania
2020-04-07,14945,1818,14619,250,71,,pennsylvania
2020-04-08,16743,1798,16295,314,64,,pennsylvania
2020-04-09,18546,1803,18052,360,46,,pennsylvania
2020-04-10,20340,1794,19724,446,86,,pennsylvania
2020-04-11,21804,1464,20653,501,55,,pennsylvania
2020-04-12,22920,1116,21709,561,60,,pennsylvania
2020-04-13,24292,1372,23052,590,29,,pennsylvania
2020-04-14,25465,1173,24119,696,106,,pennsylvania
2020-04-15,26753,1288,25324,779,83,,pennsylvania
2020-04-16,27735,982,26248,837,58,,pennsylvania
2020-04-17,29921,2186,28314,957,120,,pennsylvania
2020-04-18,31731,1810,29979,1102,145,,pennsylvania
2020-04-19,32734,1003,30847,1237,135,,pennsylvania
2020-04-20,33914,1180,31916,1348,111,,pennsylvania
2020-04-21,35293,1379,33168,1475,127,,pennsylvania
2020-04-22,36892,1599,34668,1574,99,,pennsylvania
2020-04-23,37053,161,34718,1685,111,,pennsylvania
2020-04-24,40149,3096,37763,1736,51,,pennsylvania
2020-04-25,41697,1548,39243,1804,68,,pennsylvania
2020-04-26,42708,1011,40193,1823,19,,pennsylvania
2020-04-27,43155,447,40603,1860,37,,pennsylvania
2020-04-28,45016,1861,42191,2060,200,,pennsylvania
2020-04-29,45728,712,42609,2354,294,,pennsylvania
2020-04-30,47999,2271,44693,2541,187,,pennsylvania
2020-05-01,49642,1643,46154,2651,110,,pennsylvania
2020-05-02,50915,1273,47302,2776,125,,pennsylvania
2020-05-03,52048,1133,48301,2831,55,,pennsylvania
2020-05-04,52922,874,49089,2850,19,,pennsylvania
2020-05-05,53907,985,49728,3196,346,,pennsylvania
2020-05-06,54898,991,50507,3347,151,,pennsylvania
2020-05-07,56002,1104,51330,3592,245,,pennsylvania
2020-05-08,57471,1469,52674,3717,125,,pennsylvania
2020-05-09,58686,1215,53808,3798,81,,pennsylvania
2020-05-10,60056,1370,55133,3823,25,,pennsylvania
2020-05-11,60576,520,55635,3841,18,,pennsylvania
2020-05-12,61425,849,51143,3918,77,,pennsylvania
2020-05-13,62213,788,51560,4147,229,,pennsylvania
2020-05-14,63220,1007,52420,4294,147,,pennsylvania
2020-05-15,64261,1041,53321,4429,135,,pennsylvania
2020-05-16,65307,1046,54269,4489,60,,pennsylvania
2020-05-17,65816,509,54593,4503,14,,pennsylvania
2020-05-18,66674,858,55257,4668,165,,pennsylvania
2020-05-19,67427,753,55913,4751,83,,pennsylvania
2020-05-20,68151,724,56473,4822,71,,pennsylvania
2020-05-21,69372,1221,57183,4920,98,,pennsylvania
2020-05-22,70331,959,27503,5061,141,,pennsylvania
2020-05-23,71136,805,26473,5143,82,,pennsylvania
2020-05-24,71681,545,25888,5165,22,,pennsylvania
2020-05-25,72382,701,25602,5178,13,,pennsylvania
2020-05-26,72876,494,26080,5194,16,,pennsylvania
2020-05-27,73652,776,26728,5322,128,,pennsylvania
2020-05-28,74318,666,24066,5425,103,,pennsylvania
2020-05-29,75078,760,23607,5493,68,,pennsylvania
2020-05-30,75794,716,23100,5560,67,,pennsylvania
2020-05-31,76222,428,22454,5578,18,,pennsylvania
2020-06-01,76739,517,22712,5598,20,,pennsylvania
2020-06-02,77320,581,22790,5691,93,,pennsylvania
2020-06-03,77878,558,22195,5768,77,,pennsylvania
2020-06-04,78433,555,21530,5883,115,,pennsylvania
2020-06-05,78920,487,20881,5969,86,,pennsylvania
2020-06-06,79514,594,20953,6001,32,,pennsylvania
2020-06-07,80004,490,20324,6010,9,,pennsylvania
2020-06-08,80437,433,20362,6019,9,,pennsylvania
2020-06-09,80961,524,20303,6086,67,,pennsylvania
2020-06-10,81388,427,20339,6161,75,,pennsylvania
2020-06-11,81936,548,20479,6205,44,,pennsylvania
2020-06-12,82582,646,20657,6248,43,,pennsylvania
2020-06-13,82991,409,20640,6279,31,,pennsylvania
2020-06-14,83299,308,20537,6290,11,,pennsylvania
2020-06-15,83689,390,20545,6322,32,,pennsylvania
2020-06-16,84083,394,20486,6347,25,,pennsylvania
2020-06-17,84399,316,20408,6388,41,,pennsylvania
2020-06-18,84792,393,20370,6427,39,,pennsylvania
2020-06-19,85293,501,20472,6456,29,,pennsylvania
2020-06-20,85677,384,20601,6477,21,,pennsylvania
2020-06-21,85983,306,20507,6482,5,,pennsylvania
2020-06-22,86668,685,20724,6485,3,,pennsylvania
2020-06-23,87284,616,16255,6527,42,,pennsylvania
2020-06-24,87776,492,14661,6584,57,,pennsylvania
2020-06-25,88338,562,15165,6616,32,,pennsylvania
2020-06-26,88948,610,15718,6640,24,,pennsylvania
2020-06-27,89488,540,16209,6660,20,,pennsylvania
2020-06-28,89874,386,16525,6663,3,,pennsylvania
2020-06-29,90555,681,16813,6672,9,,pennsylvania
2020-06-30,91228,673,16974,6702,30,,pennsylvania
2020-07-01,91864,636,17075,6741,39,,pennsylvania
2020-07-02,92703,839,17241,6765,24,,pennsylvania
2020-07-03,93418,715,17404,6797,32,,pennsylvania
2020-07-04,93922,504,17410,6800,3,,pennsylvania
2020-07-05,94305,383,17415,6804,4,,pennsylvania
2020-07-06,95187,882,17945,6805,1,,pennsylvania
2020-07-07,95986,799,18708,6841,36,,pennsylvania
2020-07-08,96917,931,19091,6873,32,,pennsylvania
2020-07-09,97634,717,19223,6904,31,,pennsylvania
2020-07-10,98574,940,19354,6936,32,,pennsylvania
2020-07-11,99229,655,19366,6953,17,,pennsylvania
2020-07-12,99794,565,19482,6958,5,,pennsylvania
2020-07-13,100378,584,19694,6963,5,,pennsylvania
2020-07-14,101360,982,19943,6981,18,,pennsylvania
2020-07-15,102361,1001,20902,7023,42,,pennsylvania
2020-07-16,103169,808,21300,7051,28,,pennsylvania
2020-07-17,104172,1003,21501,7068,17,,pennsylvania
2020-07-18,104780,608,21518,7079,11,,pennsylvania
2020-07-19,105384,604,21520,7084,5,,pennsylvania
2020-07-20,106498,1114,22630,7088,4,,pennsylvania
2020-07-21,107460,962,23281,7106,18,,pennsylvania
2020-07-22,108267,807,23584,7136,30,,pennsylvania
2020-07-23,109153,886,23721,7164,28,,pennsylvania
2020-07-24,110342,1189,23981,7183,19,,pennsylvania
2020-07-25,111121,779,23966,7187,4,,pennsylvania
2020-07-26,111773,652,24015,7190,3,,pennsylvania
2020-07-27,112995,1222,24603,7194,4,,pennsylvania
2020-07-28,114129,1134,24873,7218,24,,pennsylvania
2020-07-29,114984,855,25081,7240,22,,pennsylvania
2020-07-30,115853,869,25276,7269,29,,pennsylvania
2020-07-31,116787,934,25470,7281,12,,pennsylvania
2020-08-01,117468,681,24348,7289,8,,pennsylvania
2020-08-02,118038,570,24417,7293,4,,pennsylvania
2020-08-03,118937,899,24880,7300,7,,pennsylvania
2020-08-04,119765,828,25687,7321,21,,pennsylvania
2020-08-05,120492,727,25215,7335,14,,pennsylvania
2020-08-06,121294,802,25375,7364,29,,pennsylvania
2020-08-07,122078,784,24391,7383,19,,pennsylvania
2020-08-08,122666,588,24342,7394,11,,pennsylvania
2020-08-09,123312,646,24986,7396,2,,pennsylvania
2020-08-10,124269,957,24891,7400,4,,pennsylvania
2020-08-11,125061,792,25018,7427,27,,pennsylvania
2020-08-12,125963,902,24012,7470,43,,pennsylvania
2020-08-13,126950,987,24199,7497,27,,pennsylvania
2020-08-14,127774,824,24338,7535,38,,pennsylvania
2020-08-15,128531,757,24420,7547,12,,pennsylvania
2020-08-16,129075,544,23198,7554,7,,pennsylvania
2020-08-17,129686,611,23503,7557,3,,pennsylvania
2020-08-18,130286,600,23492,7587,30,,pennsylvania
2020-08-19,130950,664,23674,7619,32,,pennsylvania
2020-08-20,131736,786,22551,7633,14,,pennsylvania
2020-08-21,132461,725,22699,7656,23,,pennsylvania
2020-08-22,133160,699,22748,7669,13,,pennsylvania
2020-08-23,133679,519,22772,7669,0,,pennsylvania
2020-08-24,134246,567,21701,7672,3,,pennsylvania
2020-08-25,134803,557,21781,7694,22,,pennsylvania
2020-08-26,135323,520,21879,7710,16,,pennsylvania
2020-08-27,135958,635,22000,7722,12,,pennsylvania
2020-08-28,136824,866,22171,7741,19,,pennsylvania
2020-08-29,137576,752,20894,7759,18,,pennsylvania
2020-08-30,138137,561,20907,7757,-2,,pennsylvania
2020-08-31,138840,703,21173,7767,10,,pennsylvania
2020-09-01,139591,751,21907,7784,17,,pennsylvania
2020-09-02,140577,986,21564,7812,28,,pennsylvania
2020-09-03,141578,1001,22969,7825,13,,pennsylvania
2020-09-04,142537,959,21815,7840,15,,pennsylvania
2020-09-05,143301,764,23159,7856,16,,pennsylvania
2020-09-06,143903,602,21808,7856,0,,pennsylvania
2020-09-07,144658,755,22097,7874,18,,pennsylvania
2020-09-08,145191,533,23621,7880,6,,pennsylvania
2020-09-09,146125,934,22367,7901,21,,pennsylvania
2020-09-10,146735,610,22485,7911,10,,pennsylvania
2020-09-11,147744,1009,22647,7932,21,,pennsylvania
2020-09-12,148635,891,22782,7933,1,,pennsylvania
2020-09-13,148635,0,22782,7933,0,,pennsylvania
2020-09-14,150045,1410,23138,7956,23,,pennsylvania
2020-09-15,151081,1036,23225,7961,5,,pennsylvania
2020-09-16,151891,810,23381,7979,18,,pennsylvania
2020-09-17,152814,923,23524,7994,15,,pennsylvania
2020-09-18,153561,747,23619,8022,28,,pennsylvania
2020-09-19,154261,700,23345,8044,22,,pennsylvania
2020-09-20,154925,664,23988,8065,21,,pennsylvania
2020-09-21,155731,806,23981,8085,20,,pennsylvania
2020-09-22,156512,781,25574,8105,20,,pennsylvania
2020-09-23,157382,870,25678,8144,39,,pennsylvania
2020-09-24,158222,840,24280,8157,13,,pennsylvania
2020-09-25,159052,830,25090,8165,8,,pennsylvania
2020-09-26,159937,885,24462,8185,20,,pennsylvania
2020-09-27,160769,832,25291,8188,3,,pennsylvania
2020-09-28,161644,875,24858,8189,1,,pennsylvania
2020-09-29,163220,1576,26419,8204,15,,pennsylvania
2020-09-30,164141,921,25565,8224,20,,pennsylvania
2020-10-01,165078,937,25536,8242,18,,pennsylvania
2020-10-02,166270,1192,25756,8262,20,,pennsylvania
2020-10-03,167201,931,26671,8278,16,,pennsylvania
2020-10-04,168163,962,25770,8295,17,,pennsylvania
2020-03-12,161,0,160,0,0,,massachusetts
2020-03-13,222,61,221,0,0,,massachusetts
2020-03-14,295,73,294,0,0,,massachusetts
2020-03-15,363,68,362,0,0,,massachusetts
2020-03-16,512,149,511,0,0,,massachusetts
2020-03-17,759,247,758,0,0,,massachusetts
2020-03-18,1016,257,1015,0,0,,massachusetts
2020-03-19,1292,276,1291,0,0,,massachusetts
2020-03-20,1677,385,1675,1,0,,massachusetts
2020-03-21,1997,320,1995,1,0,,massachusetts
2020-03-22,2281,284,2275,5,4,,massachusetts
2020-03-23,2887,606,2877,9,4,,massachusetts
2020-03-24,3601,714,3589,11,2,,massachusetts
2020-03-25,4342,741,4326,15,4,,massachusetts
2020-03-26,5273,931,5247,25,10,,massachusetts
2020-03-27,6210,937,6174,35,10,,massachusetts
2020-03-28,6860,650,6815,44,9,,massachusetts
2020-03-29,7380,520,7331,48,4,,massachusetts
2020-03-30,8610,1230,8544,56,8,,massachusetts
2020-03-31,9867,1257,9768,89,33,,massachusetts
2020-04-01,11197,1330,11065,122,33,,massachusetts
2020-04-02,12468,1271,12304,154,32,,massachusetts
2020-04-03,13940,1472,13738,192,38,,massachusetts
2020-04-04,15098,1158,14872,216,24,,massachusetts
