time,total_cases,daily_cases,total_currently_infected
2020-05-16,21,0,16
2020-05-17,21,0,16
2020-05-18,21,0,16
2020-05-19,21,0,16
2020-05-20,21,0,16
2020-05-21,21,0,15
2020-05-22,21,0,15
2020-05-23,24,3,18
2020-05-24,24,0,18
2020-05-25,27,3,21
2020-05-26,27,0,21
2020-05-27,28,1,22
2020-05-28,31,3,25
2020-05-29,31,0,25
2020-05-30,33,2,27
2020-05-31,43,10,37
2020-06-01,43,0,37
2020-06-02,47,4,38
2020-06-03,47,0,38
2020-06-04,47,0,38
2020-06-05,48,1,37
2020-06-06,48,0,37
2020-06-07,48,0,37
2020-06-08,59,11,45
2020-06-09,59,0,42
2020-06-10,59,0,41
2020-06-11,62,3,44
2020-06-12,62,0,43
2020-06-13,62,0,42
2020-06-14,66,4,45
2020-06-15,66,0,44
2020-06-16,67,1,45
2020-06-17,67,0,43
2020-06-18,67,0,42
2020-06-19,67,0,42
2020-06-20,68,1,40
2020-06-21,68,0,38
2020-06-22,68,0,36
2020-06-23,69,1,37
2020-06-24,70,1,36
2020-06-25,70,0,36
2020-06-26,70,0,32
2020-06-27,75,5,37
2020-06-28,76,1,38
2020-06-29,76,0,32
2020-06-30,77,1,33
2020-07-01,77,0,29
2020-07-02,77,0,27
2020-07-03,77,0,27
2020-07-04,78,1,27
2020-07-05,78,0,27
2020-07-06,80,2,27
2020-07-07,80,0,26
2020-07-08,80,0,25
2020-07-09,80,0,25
2020-07-10,80,0,25
2020-07-11,82,2,25
2020-07-12,82,0,6
2020-07-13,84,2,8
2020-07-14,84,0,6
2020-07-15,84,0,6
2020-07-16,84,0,6
2020-07-17,86,2,8
2020-07-18,87,1,9
2020-07-19,87,0,7
2020-07-20,89,2,7
2020-07-21,90,1,7
2020-07-22,92,2,9
2020-07-23,92,0,9
2020-07-24,92,0,9
2020-07-25,92,0,7
2020-07-26,93,1,8
2020-07-27,95,2,10
2020-07-28,99,4,13
2020-07-29,99,0,13
2020-07-30,101,2,13
2020-07-31,101,0,13
2020-08-01,101,0,12
2020-08-02,102,1,13
2020-08-03,103,1,14
2020-08-04,103,0,13
2020-08-05,105,2,12
2020-08-06,105,0,12
2020-08-07,108,3,12
2020-08-08,108,0,12
2020-08-09,108,0,12
2020-08-10,110,2,14
2020-08-11,113,3,16
2020-08-12,116,3,19
2020-08-13,128,12,28
2020-08-14,131,3,31
2020-08-15,133,2,31
2020-08-16,138,5,36
2020-08-17,141,3,38
2020-08-18,146,5,43
2020-08-19,147,1,44
2020-08-20,150,3,45
2020-08-21,153,3,45
2020-08-22,154,1,44
2020-08-23,155,1,43
2020-08-24,155,0,40
2020-08-25,156,1,39
2020-08-26,173,17,55
2020-08-27,183,10,65
2020-08-28,184,1,65
2020-08-29,195,11,60
2020-08-30,195,0,60
2020-08-31,224,29,84
2020-09-01,225,1,83
2020-09-02,227,2,85
2020-09-03,227,0,83
2020-09-04,227,0,77
2020-09-05,228,1,78
2020-09-06,228,0,78
2020-09-07,230,2,79
2020-09-08,233,3,82
2020-09-09,234,1,81
2020-09-10,234,0,79
2020-09-11,238,4,83
2020-09-12,241,3,83
2020-09-13,244,3,85
2020-09-14,245,1,84
2020-09-15,246,1,73
2020-09-16,246,0,71
2020-09-17,246,0,71
2020-09-18,252,6,70
2020-09-19,258,6,72
2020-09-20,259,1,69
2020-09-21,261,2,69
2020-09-22,261,0,67
2020-09-23,261,0,66
2020-09-24,261,0,65
2020-09-25,263,2,65
2020-09-26,263,0,64
2020-09-27,271,8,66
2020-09-28,273,2,63
2020-09-29,280,7,70
2020-09-30,281,1,62
2020-10-01,282,1,60
2020-10-02,282,0,57
2020-10-03,283,1,54
2020-10-04,283,0,53
2020-10-05,298,15,61
2020-10-06,299,1,51
2020-10-07,300,1,50
2020-10-08,304,4,52
2020-10-09,304,0,49
2020-10-10,306,2,24
2020-10-11,306,0,19
2020-10-12,309,3,21
2020-10-13,309,0,18
2020-10-14,313,4,20
2020-10-15,316,3,22
2020-10-16,316,0,20
2020-10-17,316,0,18
2020-10-18,325,9,26
2020-10-19,327,2,26
2020-10-20,330,3,29
2020-10-21,331,1,29
2020-10-22,332,1,26
2020-10-23,336,4,30
2020-10-24,336,0,30
2020-10-25,340,4,34
2020-10-26,342,2,35
2020-10-27,342,0,30
2020-10-28,345,3,31
2020-10-29,346,1,31
2020-10-30,346,0,30
2020-10-31,348,2,29
