time,total_cases,daily_cases,total_currently_infected
2020-05-16,11,0,1
2020-05-17,11,0,1
2020-05-18,11,0,0
2020-05-19,11,0,0
2020-05-20,11,0,0
2020-05-21,11,0,0
2020-05-22,11,0,0
2020-05-23,11,0,0
2020-05-24,11,0,0
2020-05-25,11,0,0
2020-05-26,11,0,0
2020-05-27,11,0,0
2020-05-28,11,0,0
2020-05-29,11,0,0
2020-05-30,11,0,0
2020-05-31,11,0,0
2020-06-01,11,0,0
2020-06-02,11,0,0
2020-06-03,11,0,0
2020-06-04,11,0,0
2020-06-05,11,0,0
2020-06-06,11,0,0
2020-06-07,11,0,0
2020-06-08,11,0,0
2020-06-09,11,0,0
2020-06-10,11,0,0
2020-06-11,11,0,0
2020-06-12,11,0,0
2020-06-13,11,0,0
2020-06-14,11,0,0
2020-06-15,11,0,0
2020-06-16,11,0,0
2020-06-17,11,0,0
2020-06-18,11,0,0
2020-06-19,11,0,0
2020-06-20,11,0,0
2020-06-21,11,0,0
2020-06-22,11,0,0
2020-06-23,11,0,0
2020-06-24,11,0,0
2020-06-25,11,0,0
2020-06-26,11,0,0
2020-06-27,11,0,0
2020-06-28,70,59,59
2020-06-29,77,7,66
2020-06-30,81,4,70
2020-07-01,81,0,70
2020-07-02,81,0,70
2020-07-03,81,0,70
2020-07-04,81,0,70
2020-07-05,81,0,70
2020-07-06,81,0,70
2020-07-07,81,0,70
2020-07-08,91,10,80
2020-07-09,94,3,83
2020-07-10,100,6,89
2020-07-11,100,0,89
2020-07-12,100,0,89
2020-07-13,100,0,89
2020-07-14,100,0,89
2020-07-15,100,0,73
2020-07-16,108,8,81
2020-07-17,108,0,81
2020-07-18,108,0,81
2020-07-19,108,0,81
2020-07-20,108,0,81
2020-07-21,108,0,81
2020-07-22,108,0,81
2020-07-23,108,0,81
2020-07-24,114,6,45
2020-07-25,114,0,75
2020-07-26,114,0,75
2020-07-27,114,0,75
2020-07-28,114,0,75
2020-07-29,114,0,75
2020-07-30,114,0,75
2020-07-31,114,0,75
2020-08-01,114,0,75
2020-08-02,114,0,75
2020-08-03,114,0,1
2020-08-04,114,0,1
2020-08-05,126,12,2
2020-08-06,126,0,2
2020-08-07,126,0,1
2020-08-08,126,0,1
2020-08-09,126,0,1
2020-08-10,126,0,1
2020-08-11,127,1,1
2020-08-12,127,0,1
2020-08-13,127,0,1
2020-08-14,127,0,1
2020-08-15,127,0,1
2020-08-16,127,0,1
2020-08-17,127,0,1
2020-08-18,127,0,1
2020-08-19,132,5,6
2020-08-20,132,0,6
2020-08-21,132,0,6
2020-08-22,132,0,6
2020-08-23,132,0,6
2020-08-24,132,0,6
2020-08-25,136,4,9
2020-08-26,136,0,9
2020-08-27,136,0,9
2020-08-28,136,0,9
2020-08-29,136,0,9
2020-08-30,136,0,9
2020-08-31,136,0,9
2020-09-01,136,0,9
2020-09-02,136,0,9
2020-09-03,136,0,9
2020-09-04,136,0,9
2020-09-05,136,0,9
2020-09-06,136,0,9
2020-09-07,137,1,10
2020-09-08,137,0,10
2020-09-09,137,0,10
2020-09-10,137,0,10
2020-09-11,138,1,2
2020-09-12,139,1,3
2020-09-13,139,0,3
2020-09-14,140,1,4
2020-09-15,140,0,4
2020-09-16,140,0,4
2020-09-17,141,1,5
2020-09-18,141,0,5
2020-09-19,141,0,5
2020-09-20,141,0,5
2020-09-21,143,2,7
2020-09-22,143,0,7
2020-09-23,143,0,7
2020-09-24,143,0,3
2020-09-25,143,0,3
2020-09-26,143,0,3
2020-09-27,143,0,3
2020-09-28,143,0,3
2020-09-29,143,0,3
2020-09-30,144,1,4
2020-10-01,144,0,1
2020-10-02,145,1,2
2020-10-03,146,1,3
2020-10-04,146,0,3
2020-10-05,146,0,3
2020-10-06,148,2,5
2020-10-07,148,0,5
2020-10-08,148,0,5
2020-10-09,148,0,4
2020-10-10,148,0,4
2020-10-11,148,0,4
2020-10-12,148,0,4
2020-10-13,148,0,4
2020-10-14,148,0,4
2020-10-15,148,0,4
2020-10-16,149,1,1
2020-10-17,149,0,1
2020-10-18,149,0,1
2020-10-19,149,0,1
2020-10-20,149,0,1
2020-10-21,151,2,3
2020-10-22,151,0,3
2020-10-23,153,2,4
2020-10-24,153,0,4
2020-10-25,153,0,4
2020-10-26,153,0,4
2020-10-27,153,0,4
2020-10-28,153,0,4
2020-10-29,153,0,4
2020-10-30,153,0,4
2020-10-31,153,0,4
